First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G.xG,KeyP,Dist.key,Assts,xA,A.xA,xG.xA,xGperShot,xAperPass,GmxGperShot,AmxAperPass
Bobby,Boswell,Bobby Boswell,"DCU, ATL",2017,943,D,6,3,10.13094707,0.166666667,1,1.343671135,0.189462391,-0.343671135,1,21.08428384,0,0.032398815,-0.032398815,1.376069949,0.223945189,0.032398815,-0.057278522,-0.032398815
Laurent,Ciman,Laurent Ciman,MTL,2016,2630,D,18,3,21.60111805,0.5,0,0.945907622,-0.822669387,-0.945907622,6,25.12178875,0,0.426466005,-0.426466005,1.372373626,0.052550423,0.071077667,-0.052550423,-0.071077667
Jonathan,dos Santos,Jonathan dos Santos,LAG,2017,1080,M,11,2,32.49599902,0.454545455,1,0.305303897,-0.208592454,0.694696103,12,22.23303815,0,1.064243642,-1.064243642,1.369547539,0.0277549,0.08868697,0.063154191,-0.08868697
Mason,Toye,Mason Toye,MIN,2018,207,F,5,2,15.26086126,0.2,0,1.32587175,-0.776042866,-1.32587175,1,27.66151885,0,0.042716288,-0.042716288,1.368588039,0.26517435,0.042716288,-0.26517435,-0.042716288
Julian,Buescher,Julian Buescher,DCU,2017,205,A,4,1,16.91941551,0.25,0,0.505748835,0.08071613,-0.505748835,8,15.60732759,0,0.856939312,-0.856939312,1.362688146,0.126437209,0.107117414,-0.126437209,-0.107117414
Kortne,Ford,Kortne Ford,COL,2017,1827,D,10,3,11.8298612,0.2,1,1.077549806,0.351670886,-0.077549806,2,14.40995097,0,0.28289758,-0.28289758,1.360447386,0.107754981,0.14144879,-0.007754981,-0.14144879
Patrick,Doody,Patrick Doody,CHI,2017,660,B,1,0,26.83517514,0,0,0.044700816,-0.044700816,-0.044700816,14,16.98131076,4,1.312152724,2.687847276,1.35685354,0.044700816,0.093725195,-0.044700816,0.191989091
Jeff,Larentowicz,Jeff Larentowicz,ATL,2017,2750,M,15,4,23.17943789,0.133333333,1,1.139961865,0.047944098,-0.139961865,6,29.25335925,1,0.213729825,0.786270175,1.35369169,0.075997458,0.035621637,-0.009330791,0.131045029
Anton,Walkes,Anton Walkes,ATL,2017,1616,B,7,4,20.74931713,0.142857143,2,0.61007192,0.856527391,1.38992808,11,19.26759077,0,0.741201818,-0.741201818,1.351273737,0.087153131,0.067381983,0.198561154,-0.067381983
Liam,Ridgewell,Liam Ridgewell,POR,2017,1341,D,7,3,11.34875959,0.142857143,3,0.971570036,0.717154444,2.028429964,7,26.48085099,0,0.379118728,-0.379118728,1.350688764,0.138795719,0.054159818,0.289775709,-0.054159818
Johan,Kappelhof,Johan Kappelhof,CHI,2016,2950,D,3,1,21.25418147,0,0,0.19662826,0.007562656,-0.19662826,14,18.15063246,0,1.149718473,-1.149718473,1.346346733,0.065542753,0.082122748,-0.065542753,-0.082122748
Roy,Miller,Roy Miller,POR,2017,2421,D,11,2,13.50668863,0.181818182,1,1.013975545,0.025345686,-0.013975545,5,19.5800184,1,0.330347024,0.669652976,1.344322569,0.092179595,0.066069405,-0.001270504,0.133930595
Matt,Polster,Matt Polster,CHI,2015,2543,M,12,4,28.16309184,0.416666667,0,0.467999193,-0.035094558,-0.467999193,14,21.97106372,0,0.873055163,-0.873055163,1.341054356,0.038999933,0.062361083,-0.038999933,-0.062361083
Thomas,Thomas,Thomas,SEA,2015,568,M,9,6,23.81432921,0,1,0.497504537,0.485641204,0.502495463,4,27.78589295,1,0.842867914,0.157132086,1.340372451,0.055278282,0.210716978,0.055832829,0.039283022
Bobby,Burling,Bobby Burling,COL,2016,1494,D,10,2,12.90810271,0.2,1,1.282319209,-0.156240706,-0.282319209,2,31.77476195,0,0.056402932,-0.056402932,1.338722142,0.128231921,0.028201466,-0.028231921,-0.028201466
Warren,Creavalle,Warren Creavalle,"TOR, PHI",2015,948,B,4,3,16.11386165,0.25,1,0.804987306,0.590730592,0.195012694,8,23.37553731,1,0.533723555,0.466276445,1.338710861,0.201246827,0.066715444,0.048753173,0.058284556
Sheanon,Williams,Sheanon Williams,HOU,2016,1919,B,5,1,25.30945244,0.4,0,0.262233673,0.030463916,-0.262233673,16,16.55998983,1,1.075653517,-0.075653517,1.33788719,0.052446735,0.067228345,-0.052446735,-0.004728345
Raul,Rodriguez,Raul Rodriguez,HOU,2015,2498,D,13,4,16.98058692,0.153846154,2,0.846135235,0.645342145,1.153864765,3,12.64190054,0,0.491325719,-0.491325719,1.337460954,0.065087326,0.16377524,0.088758828,-0.16377524
Nicolas,Mezquida,Nicolas Mezquida,VAN,2018,255,F,5,2,18.52329724,0,0,0.841820342,0.052347038,-0.841820342,4,18.94469384,0,0.490854962,-0.490854962,1.332675304,0.168364068,0.12271374,-0.168364068,-0.12271374
Marc,Burch,Marc Burch,"COL, MIN",2017,1586,B,0,0,NA,NA,0,0,0,0,11,15.96069049,1,1.326152293,-0.326152293,1.326152293,0,0.120559299,0,-0.029650208
Javier,Calle,Javier Calle,NYC,2015,574,B,12,4,29.79111729,0.166666667,1,0.925937881,-0.362690795,0.074062119,4,16.71466927,0,0.399688703,-0.399688703,1.325626584,0.07716149,0.099922176,0.006171843,-0.099922176
Johan,Blomberg,Johan Blomberg,COL,2018,537,M,4,1,29.9802733,0,0,0.152598834,-0.069149353,-0.152598834,6,10.85713214,2,1.170580421,0.829419579,1.323179255,0.038149708,0.195096737,-0.038149708,0.138236597
Armando,Cooper,Armando Cooper,TOR,2016,412,M,11,3,25.94211556,0.363636364,0,0.597298046,-0.36129289,-0.597298046,5,17.66725746,2,0.72432794,1.27567206,1.321625986,0.054299822,0.144865588,-0.054299822,0.255134412
Raymon,Gaddis,Raymon Gaddis,PHI,2015,2530,B,2,0,23.62796617,0,0,0.126323406,-0.126323406,-0.126323406,15,20.72101481,1,1.194270185,-0.194270185,1.320593591,0.063161703,0.079618012,-0.063161703,-0.012951346
Sean,Davis,Sean Davis,NYRB,2015,486,M,6,1,23.09740193,0,0,0.466134678,-0.426451151,-0.466134678,5,18.88284321,1,0.854035908,0.145964092,1.320170586,0.077689113,0.170807182,-0.077689113,0.029192818
Abdoulie,Mansally,Abdoulie Mansally,RSL,2015,1407,B,6,1,27.76521734,0.666666667,1,0.425429305,0.045144509,0.574570695,8,20.9653722,1,0.892501983,0.107498017,1.317931289,0.070904884,0.111562748,0.095761782,0.013437252
Micheal,Azira,Micheal Azira,COL,2017,2723,M,13,4,32.16474873,0.538461538,0,0.325563247,0.054702336,-0.325563247,9,20.25982128,1,0.988578576,0.011421424,1.314141823,0.025043327,0.109842064,-0.025043327,0.001269047
Danilo,Acosta,Danilo Acosta,RSL,2017,1482,B,2,0,32.98044601,0,0,0.050594247,-0.050594247,-0.050594247,7,18.48540084,1,1.26280915,-0.26280915,1.313403397,0.025297123,0.180401307,-0.025297123,-0.037544164
Hernan,Grana,Hernan Grana,CLB,2015,627,B,3,1,24.6830345,0,0,0.138286187,-0.056065565,-0.138286187,13,16.18200225,0,1.16175974,-1.16175974,1.300045927,0.046095396,0.089366134,-0.046095396,-0.089366134
Nick,Lima,Nick Lima,SJE,2018,772,B,5,3,29.70623099,0.2,0,0.193513533,0.303736645,-0.193513533,6,17.29093494,0,1.101028052,-1.101028052,1.294541585,0.038702707,0.183504675,-0.038702707,-0.183504675
Fabrice-Jean,Picault,Fabrice-Jean Picault,PHI,2018,282,A,7,3,15.36912842,0.428571429,0,0.686380229,-0.063834557,-0.686380229,4,18.83278818,1,0.605294852,0.394705148,1.291675081,0.098054318,0.151323713,-0.098054318,0.098676287
Gershon,Koffie,Gershon Koffie,VAN,2015,2125,M,13,2,28.20739174,0.615384615,1,0.712780675,-0.308354701,0.287219325,11,24.62205834,1,0.578821924,0.421178076,1.291602598,0.054829283,0.052620175,0.022093794,0.038288916
Sebastian,Velasquez,Sebastian Velasquez,NYC,2015,477,M,9,2,18.99357333,0,0,0.91105776,-0.372814967,-0.91105776,6,23.09882226,0,0.376304122,-0.376304122,1.287361882,0.10122864,0.062717354,-0.10122864,-0.062717354
Matias,Laba,Matias Laba,VAN,2017,1684,M,15,5,28.30815239,0.533333333,2,0.912177062,0.830973989,1.087822938,8,26.99616176,0,0.369504501,-0.369504501,1.281681562,0.060811804,0.046188063,0.072521529,-0.046188063
Soni,Mustivar,Soni Mustivar,SKC,2015,1946,M,3,1,28.32760248,0.666666667,0,0.109720559,-0.016073983,-0.109720559,9,21.79362658,2,1.168884029,0.831115971,1.278604589,0.03657352,0.129876003,-0.03657352,0.092346219
Gershon,Koffie,Gershon Koffie,NER,2017,2038,M,16,2,30.31672741,0.1875,0,0.854893798,-0.798427428,-0.854893798,11,29.14842381,0,0.420449059,-0.420449059,1.275342858,0.053430862,0.038222642,-0.053430862,-0.038222642
Hassoun,Camara,Hassoun Camara,MTL,2017,1421,B,10,3,26.95179531,0.6,0,0.640630017,0.015063022,-0.640630017,8,23.09047098,0,0.633546191,-0.633546191,1.274176208,0.064063002,0.079193274,-0.064063002,-0.079193274
Raul,Rodriguez,Raul Rodriguez,HOU,2016,2251,D,13,3,13.4542996,0.153846154,1,1.126360714,-0.597810137,-0.126360714,3,25.6559774,0,0.146482488,-0.146482488,1.272843202,0.086643132,0.048827496,-0.009720055,-0.048827496
Andrew,Farrell,Andrew Farrell,NER,2016,3071,B,3,1,28.2518282,0.666666667,0,0.083194107,-0.004360321,-0.083194107,18,22.09221114,0,1.183160231,-1.183160231,1.266354337,0.027731369,0.065731124,-0.027731369,-0.065731124
Ambroise,Oyongo,Ambroise Oyongo,MTL,2015,1966,B,13,3,28.65408783,0.384615385,1,0.522431352,-0.263676017,0.477568648,11,19.02436129,0,0.742571004,-0.742571004,1.265002356,0.040187027,0.067506455,0.03673605,-0.067506455
Laurent,Ciman,Laurent Ciman,MTL,2017,2867,D,15,2,22.57893887,0.266666667,0,0.724345658,-0.594681892,-0.724345658,8,25.49639959,1,0.539092123,0.460907877,1.263437781,0.048289711,0.067386515,-0.048289711,0.057613485
Michael,Murillo,Michael Murillo,NYRB,2018,386,B,6,2,16.14124025,0.5,1,0.877136196,-0.104771951,0.122863804,4,16.1703442,0,0.385165047,-0.385165047,1.262301243,0.146189366,0.096291262,0.020477301,-0.096291262
Russell,Teibert,Russell Teibert,VAN,2015,1435,M,6,1,26.83111151,0.333333333,0,0.266812746,-0.159211928,-0.266812746,19,25.39584784,1,0.994531077,0.005468923,1.261343823,0.044468791,0.052343741,-0.044468791,0.000287838
Nick,LaBrocca,Nick LaBrocca,CHI,2016,566,M,8,3,22.46447824,0.625,0,0.692508986,-0.38431567,-0.692508986,6,21.31485119,1,0.566553075,0.433446925,1.25906206,0.086563623,0.094425512,-0.086563623,0.072241154
Mark-Anthony,Kaye,Mark-Anthony Kaye,LAFC,2018,691,M,12,4,23.47963296,0.083333333,0,0.65383888,-0.423708017,-0.65383888,7,26.08386774,0,0.602428719,-0.602428719,1.2562676,0.054486573,0.086061246,-0.054486573,-0.086061246
Drew,Conner,Drew Conner,CHI,2017,955,B,3,1,22.51311049,0,0,0.264025616,-0.233355968,-0.264025616,11,18.47895722,0,0.982800233,-0.982800233,1.246825848,0.088008539,0.089345476,-0.088008539,-0.089345476
Josh,Williams,Josh Williams,CLB,2017,1912,D,6,3,9.236578716,0,3,0.980211964,0.909530834,2.019788036,5,24.45961967,0,0.262669584,-0.262669584,1.242881547,0.163368661,0.052533917,0.336631339,-0.052533917
Wil,Trapp,Wil Trapp,CLB,2016,2680,M,10,0,24.29764991,0.2,0,0.6507064,-0.6507064,-0.6507064,13,27.16918094,0,0.589888763,-0.589888763,1.240595163,0.06507064,0.045376059,-0.06507064,-0.045376059
Servando,Carrasco,Servando Carrasco,"SKC, ORL",2015,1493,M,10,1,18.87913739,0.3,0,0.885905857,-0.499035312,-0.885905857,5,22.98478348,1,0.347891945,0.652108055,1.233797803,0.088590586,0.069578389,-0.088590586,0.130421611
Henry,Wingo,Henry Wingo,SEA,2017,181,A,3,0,29.50629652,0.333333333,0,0.17923177,-0.17923177,-0.17923177,8,20.74782145,0,1.050363452,-1.050363452,1.229595222,0.059743923,0.131295432,-0.059743923,-0.131295432
Memo,Rodriguez,Memo Rodriguez,HOU,2017,355,A,11,6,24.38992382,0.272727273,2,0.789672756,0.55026683,1.210327244,8,20.66701356,1,0.439089992,0.560910008,1.228762748,0.071788432,0.054886249,0.110029749,0.070113751
Corey,Ashe,Corey Ashe,ORL,2015,694,B,2,1,30.8109691,0.5,0,0.067683214,0.044538591,-0.067683214,5,15.33985495,3,1.160139373,1.839860627,1.227822588,0.033841607,0.232027875,-0.033841607,0.367972125
Ashley,Cole,Ashley Cole,LAG,2016,2370,B,8,2,25.35932993,0.625,1,0.484407745,-0.009828262,0.515592255,9,22.61370953,0,0.741361984,-0.741361984,1.225769729,0.060550968,0.082373554,0.064449032,-0.082373554
Nigel,de Jong,Nigel de Jong,LAG,2016,1643,M,16,5,21.28768704,0.25,0,1.003110553,-0.242325313,-1.003110553,7,31.82941453,0,0.220213266,-0.220213266,1.223323818,0.06269441,0.031459038,-0.06269441,-0.031459038
Steven,Beitashour,Steven Beitashour,TOR,2016,2680,B,3,0,25.70912002,0.666666667,0,0.225721869,-0.225721869,-0.225721869,12,17.68359599,0,0.992256175,-0.992256175,1.217978045,0.075240623,0.082688015,-0.075240623,-0.082688015
Maxim,Tissot,Maxim Tissot,MTL,2015,616,A,10,4,21.78089893,0.5,1,0.845028438,0.275266073,0.154971562,5,19.94468993,0,0.367779938,-0.367779938,1.212808377,0.084502844,0.073555988,0.015497156,-0.073555988
J.J.,Koval,J.J. Koval,SJE,2015,802,M,12,2,15.10125912,0.166666667,0,0.914392809,-0.08126986,-0.914392809,5,24.07797964,0,0.295538713,-0.295538713,1.209931522,0.076199401,0.059107743,-0.076199401,-0.059107743
Victor,Bernardez,Victor Bernardez,SJE,2016,2987,D,13,2,26.45095581,0.307692308,1,0.674153204,0.287286128,0.325846796,4,11.0490016,0,0.531274859,-0.531274859,1.205428063,0.051857939,0.132818715,0.025065138,-0.132818715
Kendall,Waston,Kendall Waston,VAN,2018,792,D,6,2,12.07028877,0,0,0.694178761,0.357120001,-0.694178761,3,15.80272322,0,0.510105174,-0.510105174,1.204283935,0.11569646,0.170035058,-0.11569646,-0.170035058
Michael,Parkhurst,Michael Parkhurst,CLB,2016,3193,D,0,0,NA,NA,0,0,0,0,9,18.11157883,2,1.204016522,0.795983478,1.204016522,0,0.133779614,0,0.088442609
Michael,Harrington,Michael Harrington,COL,2015,1336,B,2,1,26.92275806,0.5,0,0.054267959,-0.032037231,-0.054267959,10,22.26666657,1,1.143533856,-0.143533856,1.197801814,0.027133979,0.114353386,-0.027133979,-0.014353386
Demar,Phillips,Demar Phillips,RSL,2015,1451,B,11,1,29.28327999,0.636363636,0,0.353050994,-0.265357248,-0.353050994,7,18.72888197,0,0.842160229,-0.842160229,1.195211223,0.032095545,0.120308604,-0.032095545,-0.120308604
Yordy,Reyna,Yordy Reyna,VAN,2018,396,A,8,2,22.17926572,0.25,0,0.725157099,-0.080870173,-0.725157099,6,21.45375471,0,0.469460811,-0.469460811,1.19461791,0.090644637,0.078243469,-0.090644637,-0.078243469
Moises,Hernandez,Moises Hernandez,FCD,2015,1031,B,3,2,26.98513843,0.333333333,0,0.164770347,0.051342333,-0.164770347,6,13.31068254,2,1.027911105,0.972088895,1.192681453,0.054923449,0.171318518,-0.054923449,0.162014816
Tyson,Wahl,Tyson Wahl,CLB,2015,1504,D,2,1,13.17034195,0.5,0,0.202006078,-0.17705576,-0.202006078,5,16.6212137,2,0.986757098,1.013242902,1.188763177,0.101003039,0.19735142,-0.101003039,0.20264858
Sam,Cronin,Sam Cronin,"COL, MIN",2017,1914,M,7,1,30.15899994,0.428571429,0,0.253703605,-0.20783158,-0.253703605,6,11.8994251,1,0.92498827,0.07501173,1.178691875,0.036243372,0.154164712,-0.036243372,0.012501955
Chris,Korb,Chris Korb,DCU,2015,1526,B,8,1,24.97383062,0.125,0,0.314344511,-0.111287103,-0.314344511,10,18.24485787,2,0.863570881,1.136429119,1.177915392,0.039293064,0.086357088,-0.039293064,0.113642912
Chris,Mavinga,Chris Mavinga,TOR,2017,2120,D,8,1,16.17069102,0,0,0.563595133,-0.365216392,-0.563595133,8,24.17795616,2,0.611837538,1.388162462,1.175432671,0.070449392,0.076479692,-0.070449392,0.173520308
Aaron,Kovar,Aaron Kovar,SEA,2017,222,F,10,1,21.63193834,0.2,0,1.043327611,-0.785445794,-1.043327611,1,7.332000068,0,0.131280033,-0.131280033,1.174607644,0.104332761,0.131280033,-0.104332761,-0.131280033
Rodney,Wallace,Rodney Wallace,NYC,2018,430,A,7,1,15.55279278,0.285714286,0,0.917338409,-0.783921924,-0.917338409,3,21.09563372,0,0.253560675,-0.253560675,1.170899084,0.131048344,0.084520225,-0.131048344,-0.084520225
Yamil,Asad,Yamil Asad,DCU,2018,640,A,10,5,26.1851649,0.6,2,0.740811896,0.433077737,1.259188104,6,19.30174733,1,0.42822894,0.57177106,1.169040836,0.07408119,0.07137149,0.12591881,0.095295177
Oscar,Boniek Garcia,Oscar Boniek Garcia,HOU,2018,291,A,3,0,27.63079088,0.333333333,0,0.128194419,-0.128194419,-0.128194419,10,12.24849436,1,1.039519753,-0.039519753,1.167714172,0.042731473,0.103951975,-0.042731473,-0.003951975
Nick,Hagglund,Nick Hagglund,TOR,2017,1186,D,9,1,11.29885139,0.111111111,0,1.00377969,-0.906256404,-1.00377969,2,23.70343168,0,0.159440152,-0.159440152,1.163219842,0.111531077,0.079720076,-0.111531077,-0.079720076
Kristinn,Steindorsson,Kristinn Steindorsson,CLB,2015,698,A,7,2,19.62002543,0,0,0.425069585,0.193706928,-0.425069585,12,23.45493394,0,0.736269983,-0.736269983,1.161339568,0.060724226,0.061355832,-0.060724226,-0.061355832
Jacori,Hayes,Jacori Hayes,FCD,2018,656,M,4,3,19.4073506,0,1,0.812525371,0.304236026,0.187474629,9,26.50008149,1,0.347311007,0.652688993,1.159836379,0.203131343,0.038590112,0.046868657,0.072520999
Michael,Harrington,Michael Harrington,CHI,2016,1351,B,2,1,25.6013532,0.5,0,0.091250897,0.258907537,-0.091250897,11,17.69790641,1,1.06563842,-0.06563842,1.156889317,0.045625449,0.09687622,-0.045625449,-0.005967129
Hernan,Bernardello,Hernan Bernardello,MTL,2017,1580,M,9,3,30.10616438,0.444444444,0,0.349913892,-0.169373792,-0.349913892,14,25.35142216,2,0.804773569,1.195226431,1.154687461,0.038879321,0.057483826,-0.038879321,0.085373316
Elliot,Collier,Elliot Collier,CHI,2018,512,A,7,4,14.9848096,0.142857143,1,1.004337956,0.521826517,-0.004337956,4,29.46621011,0,0.150021488,-0.150021488,1.154359444,0.143476851,0.037505372,-0.000619708,-0.037505372
Kyle,Bekker,Kyle Bekker,"FCD, MTL",2015,514,M,10,5,25.38674451,0.4,1,0.71339356,0.455561172,0.28660644,9,19.11658953,1,0.440497087,0.559502913,1.153890647,0.071339356,0.048944121,0.028660644,0.06216699
Mekeil,Williams,Mekeil Williams,COL,2017,1493,B,4,1,19.76194484,0,0,0.267512582,-0.054565084,-0.267512582,10,17.67255831,1,0.886369823,0.113630177,1.153882405,0.066878146,0.088636982,-0.066878146,0.011363018
Erick,Torres,Erick Torres,HOU,2015,374,F,6,1,22.28159542,0,0,0.340415052,-0.300472789,-0.340415052,7,24.87154312,1,0.810830108,0.189169892,1.15124516,0.056735842,0.115832873,-0.056735842,0.02702427
Bashkim,Kadrii,Bashkim Kadrii,MIN,2017,461,A,12,3,24.88180916,0,0,0.624528906,-0.427024418,-0.624528906,3,18.46393241,0,0.524653962,-0.524653962,1.149182869,0.052044076,0.174884654,-0.052044076,-0.174884654
Andy,Polo,Andy Polo,POR,2018,361,M,3,2,20.27716402,0,0,0.33611496,-0.043982323,-0.33611496,5,15.08442668,0,0.810496805,-0.810496805,1.146611765,0.11203832,0.162099361,-0.11203832,-0.162099361
Liam,Ridgewell,Liam Ridgewell,POR,2016,2107,D,11,4,11.97169404,0.090909091,1,1.002834642,-0.333752509,-0.002834642,2,15.49255111,0,0.1421634,-0.1421634,1.144998042,0.091166786,0.0710817,-0.000257695,-0.0710817
Ashtone,Morgan,Ashtone Morgan,TOR,2015,1621,B,1,0,27.66483734,1,0,0.020494928,-0.020494928,-0.020494928,11,20.39175674,2,1.122612303,0.877387697,1.143107231,0.020494928,0.102055664,-0.020494928,0.079762518
Ike,Opara,Ike Opara,SKC,2015,561,D,7,2,9.416572249,0,2,0.997161319,0.292720981,1.002838681,3,26.50631263,0,0.145667075,-0.145667075,1.142828394,0.142451617,0.048555692,0.143262669,-0.048555692
Micheal,Azira,Micheal Azira,COL,2016,2645,M,13,1,29.65404394,0.538461538,0,0.397974707,-0.361052457,-0.397974707,14,26.87321603,1,0.740622234,0.259377766,1.138596941,0.030613439,0.052901588,-0.030613439,0.018526983
Eric,Miller,Eric Miller,COL,2016,2239,B,7,2,22.67435026,0.285714286,0,0.239951154,0.23350437,-0.239951154,14,20.40996584,0,0.897564816,-0.897564816,1.13751597,0.034278736,0.064111773,-0.034278736,-0.064111773
Eric,Alexander,Eric Alexander,HOU,2018,653,M,4,1,22.79739952,0.5,1,0.899849852,-0.092648958,0.100150148,4,23.23673301,0,0.235983611,-0.235983611,1.135833463,0.224962463,0.058995903,0.025037537,-0.058995903
Luis,Silva,Luis Silva,RSL,2018,476,F,9,6,18.33360013,0.111111111,1,0.789903274,0.38811834,0.210096726,4,21.82921889,0,0.345910003,-0.345910003,1.135813277,0.08776703,0.086477501,0.023344081,-0.086477501
Tyrone,Mears,Tyrone Mears,ATL,2017,1594,B,2,1,22.7460015,1,1,0.091479768,-0.07862454,0.908520232,13,19.25716334,1,1.042981078,-0.042981078,1.134460845,0.045739884,0.080229314,0.454260116,-0.003306237
Josh,Williams,Josh Williams,TOR,2016,970,D,2,0,10.14238621,0,0,0.186005752,-0.186005752,-0.186005752,3,17.57957761,1,0.947149405,0.052850595,1.133155157,0.093002876,0.315716468,-0.093002876,0.017616865
Brek,Shea,Brek Shea,VAN,2018,481,B,10,5,23.31061587,0.3,3,0.896662343,0.358954016,2.103337657,3,19.98165785,0,0.236379806,-0.236379806,1.133042149,0.089666234,0.078793269,0.210333766,-0.078793269
Tosaint,Ricketts,Tosaint Ricketts,TOR,2018,195,F,6,3,14.06476766,0.5,1,0.771407349,0.165184428,0.228592651,1,7.194338052,0,0.357954963,-0.357954963,1.129362312,0.128567892,0.357954963,0.038098775,-0.357954963
Russell,Canouse,Russell Canouse,DCU,2017,910,M,6,1,20.65832876,0.166666667,0,0.446247002,-0.225999825,-0.446247002,5,26.27952155,1,0.677292244,0.322707756,1.123539246,0.0743745,0.135458449,-0.0743745,0.064541551
Atiba,Harris,Atiba Harris,FCD,2017,2185,B,10,2,14.25614142,0.1,2,1.022558673,-0.111906524,0.977441327,3,27.7106985,1,0.09913751,0.90086249,1.121696184,0.102255867,0.033045837,0.097744133,0.300287497
Cristian,Lobato,Cristian Lobato,SKC,2018,212,B,3,2,8.920236824,0.333333333,1,0.979964684,0.189535333,0.020035316,3,25.37697277,0,0.138775026,-0.138775026,1.11873971,0.326654895,0.046258342,0.006678439,-0.046258342
Anthony,Jackson-Hamel,Anthony Jackson-Hamel,MTL,2016,199,F,8,3,15.89536294,0,1,1.117794004,0.722339614,-0.117794004,0,NA,0,0,0,1.117794004,0.139724251,0,-0.014724251,0
Je-Vaughn,Watson,Je-Vaughn Watson,FCD,2015,2096,B,11,4,23.31505303,0.181818182,0,0.542704048,-0.053691139,-0.542704048,9,22.49522824,0,0.574383383,-0.574383383,1.117087431,0.049336732,0.063820376,-0.049336732,-0.063820376
Connor,Lade,Connor Lade,NYRB,2018,333,B,2,0,23.30837124,1,0,0.116114294,-0.116114294,-0.116114294,5,19.47106364,1,0.999099572,0.000900428,1.115213867,0.058057147,0.199819914,-0.058057147,0.000180086
Alejandro,Bedoya,Alejandro Bedoya,PHI,2016,892,M,10,4,24.54662634,0.3,1,0.51949127,-0.064897192,0.48050873,6,17.83923546,0,0.59151706,-0.59151706,1.111008329,0.051949127,0.098586177,0.048050873,-0.098586177
Jared,Watts,Jared Watts,COL,2015,1116,D,5,1,11.03032173,0.2,1,0.553910688,0.080882331,0.446089312,8,21.61592108,1,0.556901654,0.443098346,1.110812343,0.110782138,0.069612707,0.089217862,0.055387293
Dylan,Remick,Dylan Remick,SEA,2015,1686,B,2,0,23.69567781,1,0,0.12165135,-0.12165135,-0.12165135,10,20.68305087,0,0.98543086,-0.98543086,1.10708221,0.060825675,0.098543086,-0.060825675,-0.098543086
Marc,Burch,Marc Burch,COL,2015,762,B,5,1,31.72711103,0.6,0,0.222863719,-0.112541008,-0.222863719,7,13.89424511,0,0.883810265,-0.883810265,1.106673984,0.044572744,0.126258609,-0.044572744,-0.126258609
Mika,Vayrynen,Mika Vayrynen,LAG,2015,841,M,15,2,24.91449962,0.333333333,0,0.918410037,-0.398363571,-0.918410037,4,26.36485285,0,0.186050937,-0.186050937,1.104460974,0.061227336,0.046512734,-0.061227336,-0.046512734
Connor,Lade,Connor Lade,NYRB,2017,1481,B,12,2,26.56384823,0.5,0,0.585919779,-0.306716042,-0.585919779,7,21.05711151,2,0.517969403,1.482030597,1.103889183,0.048826648,0.073995629,-0.048826648,0.211718657
Alhaji,Kamara,Alhaji Kamara,DCU,2016,199,F,7,2,14.71819022,0,1,0.838086897,-0.107027671,0.161913103,5,25.03135584,0,0.263717216,-0.263717216,1.101804112,0.1197267,0.052743443,0.023130443,-0.052743443
Benoit,Cheyrou,Benoit Cheyrou,TOR,2017,670,M,11,4,25.08250397,0.181818182,1,0.559270486,0.398903286,0.440729514,4,18.33615173,0,0.541488551,-0.541488551,1.100759037,0.050842771,0.135372138,0.040066319,-0.135372138
Walker,Zimmerman,Walker Zimmerman,FCD,2015,1180,D,10,2,13.55543008,0.1,0,0.893519715,-0.78669391,-0.893519715,3,22.77671987,0,0.204253287,-0.204253287,1.097773002,0.089351971,0.068084429,-0.089351971,-0.068084429
Guly,Guly,Guly,CHI,2015,628,F,18,5,23.67508517,0.055555556,0,0.952299152,-0.286692947,-0.952299152,3,26.67256734,0,0.145122206,-0.145122206,1.097421358,0.052905508,0.048374069,-0.052905508,-0.048374069
Alvaro,Fernandez,Alvaro Fernandez,SEA,2017,514,A,5,4,16.05898615,0,0,0.611700816,0.080489238,-0.611700816,2,12.86161142,0,0.485342783,-0.485342783,1.097043599,0.122340163,0.242671391,-0.122340163,-0.242671391
Chad,Marshall,Chad Marshall,SEA,2015,2670,D,10,3,11.85078879,0.1,0,0.758236691,0.461627724,-0.758236691,3,17.42125345,0,0.337075982,-0.337075982,1.095312673,0.075823669,0.112358661,-0.075823669,-0.112358661
Tim,Parker,Tim Parker,NYRB,2018,577,D,5,2,12.03530584,0,0,0.390628436,0.838791205,-0.390628436,2,15.00026007,1,0.702326496,0.297673504,1.092954932,0.078125687,0.351163248,-0.078125687,0.148836752
Brad,Evans,Brad Evans,SEA,2017,499,B,1,1,4.604630821,0,1,0.587563382,0.314033218,0.412436618,4,17.64736307,0,0.503693307,-0.503693307,1.091256689,0.587563382,0.125923327,0.412436618,-0.125923327
Ismaila,Jome,Ismaila Jome,MIN,2017,721,B,1,0,5.822198897,0,0,0.217127716,-0.217127716,-0.217127716,6,15.92630705,0,0.872865766,-0.872865766,1.089993483,0.217127716,0.145477628,-0.217127716,-0.145477628
Jared,Jeffrey,Jared Jeffrey,DCU,2017,1714,M,12,6,26.28288766,0.583333333,1,0.805424715,1.37291021,0.194575285,7,28.26690342,0,0.284045943,-0.284045943,1.089470658,0.067118726,0.040577992,0.016214607,-0.040577992
