First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G.xG,KeyP,Dist.key,Assts,xA,A.xA,xG.xA,xGperShot,xAperPass,GmxGperShot,AmxAperPass
Mauro,Diaz,Mauro Diaz,FCD,2017,1170,A,21,9,22.15513446,0.476190476,2,4.280997136,0.278656528,-2.280997136,29,17.46803155,3,3.058184157,-0.058184157,7.339181293,0.203857006,0.105454626,-0.108618911,-0.00200635
Simon,Dawkins,Simon Dawkins,SJE,2016,2514,M,64,18,22.61505434,0.21875,5,4.838743997,-1.671941058,0.161256003,33,23.66672921,0,2.498017547,-2.498017547,7.336761544,0.075605375,0.075697501,0.002519625,-0.075697501
Diego,Fagundez,Diego Fagundez,NER,2016,2362,A,63,22,22.28249639,0.174603175,6,4.47739598,-0.606915178,1.52260402,33,20.07410939,5,2.793077152,2.206922848,7.270473132,0.071069777,0.084638702,0.024168318,0.06687645
Alberto,Quintero,Alberto Quintero,SJE,2016,2284,M,28,9,19.45706671,0.464285714,3,2.662164295,1.171541697,0.337835705,41,18.27218898,4,4.603043697,-0.603043697,7.265207992,0.095077296,0.112269358,0.012065561,-0.014708383
Jeff,Larentowicz,Jeff Larentowicz,CHI,2015,2757,D,34,12,16.98257822,0.382352941,6,7.044251158,-1.209065692,-1.044251158,7,27.3007349,0,0.177263102,-0.177263102,7.22151426,0.207183858,0.0253233,-0.030713269,-0.0253233
Andrew,Wenger,Andrew Wenger,HOU,2016,2170,A,44,19,17.78991417,0.25,6,5.170869952,0.21361761,0.829130048,17,17.56887386,2,2.032763405,-0.032763405,7.203633356,0.117519772,0.119574318,0.018843865,-0.001927259
Steven,Gerrard,Steven Gerrard,LAG,2016,1563,M,32,11,24.28930634,0.40625,3,3.017522037,0.276040753,-0.017522037,41,14.86783004,9,4.184825306,4.815174694,7.202347343,0.094297564,0.10206891,-0.000547564,0.117443285
Cristian,Maidana,Cristian Maidana,HOU,2016,1781,A,22,6,25.64945702,0.409090909,3,1.899317451,-0.191970001,1.100682549,51,15.76200573,3,5.291725007,-2.291725007,7.191042458,0.086332611,0.103759314,0.050031025,-0.044935784
Kaka,Kaka,Kaka,ORL,2017,1667,A,31,10,19.95085027,0.225806452,6,4.194412342,1.296785384,1.805587658,32,21.04296245,4,2.906963751,1.093036249,7.101376093,0.135303624,0.090842617,0.058244763,0.034157383
Fabian,Castillo,Fabian Castillo,FCD,2016,1817,A,43,19,20.90825498,0.209302326,5,3.98776268,0.35463374,1.01223732,27,20.03651559,5,3.052822882,1.947177118,7.040585561,0.092738667,0.113067514,0.023540403,0.072117671
Yordy,Reyna,Yordy Reyna,VAN,2017,1140,A,26,11,18.37186239,0.307692308,6,4.313537658,0.530753048,1.686462342,22,15.87402104,3,2.633560811,0.366439189,6.947098469,0.165905295,0.11970731,0.064863936,0.016656327
Justin,Morrow,Justin Morrow,TOR,2017,2600,B,26,12,14.79786608,0.230769231,8,4.915283064,0.658138684,3.084716936,17,18.10097169,1,2.016325352,-1.016325352,6.931608416,0.189049349,0.118607374,0.118642959,-0.059783844
Nicolas,Lodeiro,Nicolas Lodeiro,SEA,2016,1236,A,33,11,22.79453396,0.393939394,4,2.264709282,0.624436268,1.735290718,37,16.89334564,5,4.661075648,0.338924352,6.92578493,0.068627554,0.125975018,0.052584567,0.009160118
Jack,McInerney,Jack McInerney,POR,2016,999,F,37,16,14.36313646,0.081081081,5,6.384221447,0.211803632,-1.384221447,10,26.51407673,0,0.533322171,-0.533322171,6.917543618,0.172546526,0.053332217,-0.03741139,-0.053332217
Quincy,Amarikwa,Quincy Amarikwa,SJE,2016,1759,F,50,12,16.9654563,0.2,3,5.424177181,-3.437699411,-2.424177181,22,26.04228243,2,1.488649658,0.511350342,6.91282684,0.108483544,0.067665894,-0.048483544,0.023243197
Alvaro,Saborio,Alvaro Saborio,DCU,2016,947,F,37,12,14.92320247,0.135135135,6,6.457887107,-0.934835678,-0.457887107,9,29.20598419,1,0.448013284,0.551986716,6.905900391,0.174537489,0.049779254,-0.012375327,0.061331857
Didier,Drogba,Didier Drogba,MTL,2015,922,F,47,21,23.09284879,0.29787234,11,5.819361329,1.574260768,5.180638671,13,21.50842394,1,1.086029064,-0.086029064,6.905390393,0.123816198,0.083540697,0.110226355,-0.00661762
Vicente,Sanchez,Vicente Sanchez,COL,2015,1492,A,41,16,25.11538574,0.341463415,4,3.823043682,0.482668971,0.176956318,42,16.65039227,4,3.05906378,0.94093622,6.882107462,0.093244968,0.072834852,0.004316008,0.022403243
Kennedy,Igboananike,Kennedy Igboananike,"CHI, DCU",2016,1850,F,57,19,20.26519165,0.070175439,5,5.105489288,-0.142583869,-0.105489288,19,24.22911644,1,1.770744253,-0.770744253,6.876233541,0.089569988,0.093197066,-0.001850689,-0.040565487
Joao,Plata,Joao Plata,RSL,2015,1487,A,37,14,19.53137836,0.162162162,4,4.632415989,0.306600535,-0.632415989,20,18.56833845,3,2.242795951,0.757204049,6.875211939,0.125200432,0.112139798,-0.017092324,0.037860202
Patrick,Mullins,Patrick Mullins,DCU,2017,1120,F,38,14,16.37936176,0.236842105,5,6.273043364,-0.568603187,-1.273043364,6,18.57891844,0,0.602069347,-0.602069347,6.875112711,0.165080089,0.100344891,-0.033501141,-0.100344891
Rodney,Wallace,Rodney Wallace,POR,2015,2067,A,40,12,22.02320268,0.15,1,3.295407653,-0.452079383,-2.295407653,31,18.42169815,5,3.545281854,1.454718146,6.840689506,0.082385191,0.114363931,-0.057385191,0.046926392
Gabriel,Torres,Gabriel Torres,COL,2015,1681,A,42,14,22.93779218,0.285714286,4,4.018457768,-0.173727355,-0.018457768,23,21.52551095,3,2.780161036,0.219838964,6.798618805,0.095677566,0.120876567,-0.000439471,0.009558216
Maximiliano,Urruti,Maximiliano Urruti,POR,2015,1182,F,39,15,18.55199804,0.153846154,4,4.940518034,-0.397153067,-0.940518034,16,20.7138511,3,1.795429595,1.204570405,6.735947629,0.12667995,0.11221435,-0.024115847,0.07528565
Alejandro,Bedoya,Alejandro Bedoya,PHI,2017,2637,M,35,10,19.98566648,0.2,2,4.028708206,-0.815063796,-2.028708206,28,19.81913298,3,2.687064402,0.312935598,6.715772608,0.115105949,0.095966586,-0.057963092,0.011176271
Cristian,Colman,Cristian Colman,FCD,2017,1035,F,40,14,15.13395,0.3,2,5.677090603,-2.381825425,-3.677090603,6,18.75646285,1,1.030640684,-0.030640684,6.707731287,0.141927265,0.171773447,-0.091927265,-0.005106781
Giles,Barnes,Giles Barnes,ORL,2017,2274,A,52,15,21.63063628,0.25,3,4.893050501,-2.128860492,-1.893050501,15,16.48622087,1,1.812598081,-0.812598081,6.705648582,0.094097125,0.120839872,-0.036404817,-0.054173205
Chris,Pontius,Chris Pontius,DCU,2015,1621,M,35,10,18.97462738,0.371428571,3,4.777247539,-2.083265873,-1.777247539,20,20.47662137,1,1.871800717,-0.871800717,6.649048256,0.136492787,0.093590036,-0.050778501,-0.043590036
Dominic,Oduro,Dominic Oduro,MTL,2016,2131,F,34,17,16.886854,0.205882353,6,4.377852004,0.858478427,1.622147996,22,22.73367699,6,2.270681279,3.729318721,6.648533283,0.128760353,0.103212785,0.047710235,0.169514487
Steve,Birnbaum,Steve Birnbaum,DCU,2016,2470,D,34,12,11.25811991,0.088235294,3,3.616723036,-0.797168963,-0.616723036,13,13.71554125,2,3.021111746,-1.021111746,6.637834782,0.106374207,0.232393211,-0.018138913,-0.078547057
Felipe,Felipe,Felipe,NYRB,2016,3085,M,53,22,25.76644127,0.301886792,5,3.604129213,1.961504141,1.395870787,28,17.6728252,4,3.028819305,0.971180695,6.632948518,0.068002438,0.108172118,0.026337185,0.034685025
Jimmy,Medranda,Jimmy Medranda,SKC,2017,2191,M,49,10,27.52476807,0.387755102,2,2.917742541,-1.418812077,-0.917742541,37,21.76725973,1,3.688295411,-2.688295411,6.606037952,0.059545766,0.09968366,-0.01872944,-0.072656633
Mike,Magee,Mike Magee,LAG,2016,1566,M,33,15,17.48664689,0.121212121,6,4.399967997,1.040883033,1.600032003,21,15.69492689,2,2.183195631,-0.183195631,6.583163628,0.133332364,0.103961697,0.048485818,-0.008723601
Fabian,Espindola,Fabian Espindola,DCU,2016,976,F,37,15,23.01054608,0.243243243,4,4.851573285,0.744143409,-0.851573285,18,16.58524596,1,1.723723089,-0.723723089,6.575296374,0.131123602,0.095762394,-0.023015494,-0.040206838
Erik,Hurtado,Erik Hurtado,VAN,2016,1325,F,34,8,16.33306024,0.235294118,2,4.793932572,-2.237027603,-2.793932572,25,22.75378791,1,1.777169512,-0.777169512,6.571102084,0.140998017,0.07108678,-0.082174487,-0.03108678
Dominique,Badji,Dominique Badji,COL,2016,1681,F,47,18,19.75039512,0.14893617,6,4.612089559,0.019000217,1.387910441,18,22.62509984,2,1.947118996,0.052881004,6.559208555,0.098129565,0.108173278,0.029530009,0.002937834
Darlington,Nagbe,Darlington Nagbe,POR,2016,2564,M,39,6,25.19176345,0.102564103,1,2.409047386,-0.156127585,-1.409047386,39,22.87296188,5,4.137728725,0.862271275,6.546776111,0.061770446,0.106095608,-0.03612942,0.02210952
Emmanuel,Boateng,Emmanuel Boateng,LAG,2017,2389,A,28,12,19.74766718,0.178571429,4,3.287786612,-0.114055395,0.712213388,36,21.45825801,2,3.249613143,-1.249613143,6.537399755,0.11742095,0.090267032,0.025436192,-0.034711476
Patrick,Mullins,Patrick Mullins,NYC,2015,1107,F,38,13,19.38356281,0.157894737,6,5.048420254,0.031965514,0.951579746,16,21.55571642,3,1.479744441,1.520255559,6.528164695,0.132853165,0.092484028,0.025041572,0.095015972
Mix,Diskerud,Mix Diskerud,NYC,2015,2172,M,32,12,22.23961873,0.25,3,3.445221034,-0.778923605,-0.445221034,30,20.69297847,0,3.007439583,-3.007439583,6.452660617,0.107663157,0.100247986,-0.013913157,-0.100247986
Jacob,Peterson,Jacob Peterson,SKC,2016,1576,F,36,13,16.66808219,0.138888889,6,4.784090316,0.725081083,1.215909684,13,20.14351634,1,1.653323836,-0.653323836,6.437414152,0.132891398,0.127178757,0.033775269,-0.05025568
Carlos,Vela,Carlos Vela,LAFC,2018,768,A,34,11,22.83671693,0.235294118,5,3.657257566,-0.391938504,1.342742434,17,18.60609184,2,2.758931453,-0.758931453,6.416189019,0.107566399,0.162290085,0.039492425,-0.044643027
Matias,Perez Garcia,Matias Perez Garcia,"SJE, ORL",2016,1723,M,25,7,24.85444271,0.36,0,1.669451717,-0.921100592,-1.669451717,57,17.29833973,1,4.746304965,-3.746304965,6.415756682,0.066778069,0.083268508,-0.066778069,-0.065724649
Andrea,Pirlo,Andrea Pirlo,NYC,2016,2892,M,26,6,28.33820026,0.807692308,1,1.605087563,-0.033991563,-0.605087563,64,19.44615953,6,4.808518025,1.191481975,6.413605588,0.061734137,0.075133094,-0.023272599,0.018616906
Graham,Zusi,Graham Zusi,SKC,2017,2244,B,38,10,29.06211648,0.342105263,0,1.59295718,-0.292678761,-1.59295718,60,19.346947,6,4.815203802,1.184796198,6.408160982,0.041919926,0.080253397,-0.041919926,0.019746603
Jairo,Arrieta,Jairo Arrieta,DCU,2015,1340,F,28,16,19.08489301,0.071428571,5,4.19207465,1.375082479,0.80792535,19,21.64065225,2,2.193197281,-0.193197281,6.38527193,0.149716952,0.115431436,0.028854477,-0.010168278
Ola,Kamara,Ola Kamara,LAG,2018,765,F,20,8,12.69590284,0.1,3,5.041374064,-1.197307039,-2.041374064,12,20.9145208,0,1.302602353,-1.302602353,6.343976417,0.252068703,0.108550196,-0.102068703,-0.108550196
Vicente,Sanchez,Vicente Sanchez,HOU,2017,604,A,21,7,20.73289152,0.285714286,2,2.931492149,-0.311330109,-0.931492149,18,15.65520376,5,3.409148883,1.590851117,6.340641032,0.139594864,0.18939716,-0.044356769,0.088380618
Mauro,Manotas,Mauro Manotas,HOU,2016,1141,F,41,18,19.47585393,0.195121951,6,5.398029084,0.715201124,0.601970916,15,28.18863521,1,0.907716644,0.092283356,6.305745729,0.131659246,0.060514443,0.014682217,0.006152224
Marco,Urena,Marco Urena,LAFC,2018,644,F,18,7,15.52449306,0.166666667,0,4.294359976,-0.875384901,-4.294359976,22,24.45891141,4,1.970456593,2.029543407,6.264816569,0.238575554,0.089566209,-0.238575554,0.092251973
Gyasi,Zardes,Gyasi Zardes,LAG,2017,2105,F,29,10,15.36609039,0.068965517,2,4.207563128,-1.261104529,-2.207563128,19,24.66166577,2,2.008486338,-0.008486338,6.216049466,0.145088384,0.105709807,-0.076122866,-0.000446649
Alan,Gordon,Alan Gordon,LAG,2015,1083,F,34,11,13.81634158,0.088235294,5,5.333828886,-1.285333131,-0.333828886,7,17.64438685,0,0.878098497,-0.878098497,6.211927383,0.15687732,0.125442642,-0.009818497,-0.125442642
Brooks,Lennon,Brooks Lennon,RSL,2017,1650,A,21,9,19.65989966,0.285714286,3,1.997700146,0.311738123,1.002299854,33,18.84878458,2,4.213630566,-2.213630566,6.211330712,0.095128578,0.127685775,0.047728564,-0.067079714
Kellyn,Acosta,Kellyn Acosta,FCD,2017,2007,M,49,15,24.6610186,0.285714286,3,3.953600765,-0.507089935,-0.953600765,27,17.33761862,2,2.226857939,-0.226857939,6.180458704,0.08068573,0.08247622,-0.01946124,-0.008402146
Bradley,Wright-Phillips,Bradley Wright-Phillips,NYRB,2018,500,F,17,10,15.28166188,0.117647059,6,3.74037597,1.941735043,2.25962403,8,13.18161796,3,2.425415174,0.574584826,6.165791143,0.220022116,0.303176897,0.132919061,0.071823103
Dillon,Powers,Dillon Powers,COL,2016,2232,A,34,6,21.03027004,0.264705882,1,2.806985531,-0.374076191,-1.806985531,38,21.54307203,4,3.329488659,0.670511341,6.13647419,0.082558398,0.087618123,-0.053146633,0.017645035
Nicolas,Mezquida,Nicolas Mezquida,VAN,2016,1477,A,50,19,21.27760686,0.3,4,4.324066866,-0.007788951,-0.324066866,19,21.44112582,1,1.790575141,-0.790575141,6.114642007,0.086481337,0.094240797,-0.006481337,-0.041609218
Tommy,Thompson,Tommy Thompson,SJE,2017,1647,M,42,12,24.4989299,0.333333333,1,2.855052975,0.083605534,-1.855052975,22,16.44134124,4,3.244394451,0.755605549,6.099447425,0.067977452,0.147472475,-0.044167928,0.034345707
Andrew,Wenger,Andrew Wenger,HOU,2017,1191,F,21,8,16.22060561,0.142857143,2,2.322380189,-0.424171028,-0.322380189,20,16.50501933,2,3.738651969,-1.738651969,6.061032158,0.110589533,0.186932598,-0.015351438,-0.086932598
Blas,Perez,Blas Perez,FCD,2015,1364,F,33,15,14.0211294,0.151515152,5,4.757191212,-0.710640324,0.242808788,14,23.95168213,1,1.279793958,-0.279793958,6.03698517,0.144157309,0.091413854,0.007357842,-0.019985283
Darren,Mattocks,Darren Mattocks,POR,2017,1172,F,31,14,15.47146364,0.064516129,4,4.967394475,0.441829836,-0.967394475,12,22.89090609,1,1.037594271,-0.037594271,6.004988746,0.160238531,0.086466189,-0.031206273,-0.003132856
Greg,Garza,Greg Garza,ATL,2017,2274,B,12,5,23.6208639,0.5,2,1.234167777,0.647783207,0.765832223,35,15.10141909,4,4.743797581,-0.743797581,5.977965358,0.102847315,0.135537074,0.063819352,-0.021251359
Dairon,Asprilla,Dairon Asprilla,POR,2017,1484,A,36,7,19.16358225,0.111111111,2,2.881733813,-1.413450309,-0.881733813,21,20.28114576,4,3.091818335,0.908181665,5.973552148,0.080048161,0.147229445,-0.024492606,0.043246746
Marlon,Hairston,Marlon Hairston,COL,2017,2747,B,15,7,20.61362537,0.2,3,1.734775613,0.720452818,1.265224387,26,19.5108739,4,4.230766634,-0.230766634,5.965542247,0.115651708,0.162721794,0.084348292,-0.00887564
Andres,Romero,Andres Romero,MTL,2015,1938,A,37,16,22.07401925,0.27027027,4,3.248410085,0.104203677,0.751589915,36,23.29823439,4,2.714164643,1.285835357,5.962574727,0.087794867,0.075393462,0.020313241,0.035717649
Tesho,Akindele,Tesho Akindele,FCD,2015,1613,A,29,15,18.59346943,0.137931034,5,4.459369505,-0.245173825,0.540630495,19,23.78166247,1,1.496263883,-0.496263883,5.955633388,0.153771362,0.078750731,0.018642431,-0.026119152
Shaun,Maloney,Shaun Maloney,CHI,2015,1291,A,20,5,23.62198998,0.5,3,2.642813839,-0.585446523,0.357186161,40,17.56180799,2,3.302859478,-1.302859478,5.945673317,0.132140692,0.082571487,0.017859308,-0.032571487
Justin,Meram,Justin Meram,ORL,2018,709,A,27,5,24.74237219,0.296296296,0,3.062561193,-0.870677099,-3.062561193,15,17.32960437,2,2.869404931,-0.869404931,5.931966124,0.113428192,0.191293662,-0.113428192,-0.057960329
Jonathan,Osorio,Jonathan Osorio,TOR,2015,2318,M,21,7,21.89564592,0.142857143,1,2.126244297,-0.534612097,-1.126244297,40,23.44912739,5,3.792458151,1.207541849,5.918702448,0.101249728,0.094811454,-0.053630681,0.030188546
Cristian,Techera,Cristian Techera,VAN,2016,1670,A,42,15,25.07931564,0.404761905,2,3.303345995,1.128573418,-1.303345995,32,14.59623117,1,2.60284832,-1.60284832,5.906194315,0.078651095,0.08133901,-0.031032048,-0.05008901
Jack,McInerney,Jack McInerney,"MTL, CLB",2015,1419,F,35,16,17.5770303,0.171428571,6,4.030059945,1.059224948,1.969940055,12,17.91416244,1,1.871410843,-0.871410843,5.901470788,0.11514457,0.155950904,0.056284002,-0.07261757
C.J.,Sapong,C.J. Sapong,PHI,2018,750,F,24,8,11.9565778,0.208333333,2,4.820912137,-1.728704901,-2.820912137,8,20.68191778,1,1.031403878,-0.031403878,5.852316016,0.200871339,0.128925485,-0.117538006,-0.003925485
Maximiliano,Moralez,Maximiliano Moralez,NYC,2018,946,M,19,8,21.06660854,0.210526316,4,3.420335729,0.530967638,0.579664271,28,20.98210028,2,2.381727392,-0.381727392,5.802063121,0.18001767,0.085061693,0.030508646,-0.013633121
Kwadwo,Poku,Kwadwo Poku,NYC,2015,1095,M,18,10,18.94202569,0.111111111,4,1.787735155,1.304210708,2.212264845,27,21.15507431,6,4.014225955,1.985774045,5.80196111,0.09931862,0.148675035,0.122903603,0.073547187
David,Texeira,David Texeira,FCD,2015,1442,F,36,11,19.13823848,0.194444444,6,3.668683655,-0.089739677,2.331316345,16,19.12437939,3,2.119372177,0.880627823,5.788055831,0.101907879,0.132460761,0.064758787,0.055039239
Abu,Danladi,Abu Danladi,MIN,2017,1486,F,38,13,18.33601428,0.184210526,8,4.550570692,0.09208289,3.449429308,17,22.68471964,2,1.234281748,0.765718252,5.78485244,0.11975186,0.072604809,0.090774455,0.04504225
Johan,Venegas,Johan Venegas,MIN,2017,1323,A,32,10,22.54446551,0.25,2,2.742768952,-0.31952865,-0.742768952,23,17.49926881,5,3.033157192,1.966842808,5.775926144,0.08571153,0.1318764,-0.02321153,0.085514905
Mauro,Rosales,Mauro Rosales,VAN,2015,1573,A,11,4,23.48586946,0.454545455,1,0.729456204,0.152354306,0.270543796,51,15.30465635,3,4.981749289,-1.981749289,5.711205493,0.0663142,0.097681359,0.024594891,-0.038857829
Alan,Gordon,Alan Gordon,COL,2017,923,F,24,9,11.59276339,0.083333333,3,4.717232192,-0.048009732,-1.717232192,9,19.49170293,3,0.991849666,2.008150334,5.709081858,0.196551341,0.110205518,-0.071551341,0.223127815
Giles,Barnes,Giles Barnes,"HOU, VAN",2016,1896,A,50,18,23.75651035,0.32,6,3.278788661,0.765339228,2.721211339,23,17.63055491,2,2.37800929,-0.37800929,5.656797952,0.065575773,0.103391708,0.054424227,-0.016435187
Diego,Fagundez,Diego Fagundez,NER,2018,813,A,16,6,19.72911582,0.25,3,3.179979774,-0.861070436,-0.179979774,33,18.53334571,2,2.472363245,-0.472363245,5.652343019,0.198748736,0.074920098,-0.011248736,-0.014314038
Mauro,Manotas,Mauro Manotas,HOU,2018,685,F,26,11,19.19304186,0.115384615,4,4.139333972,-1.018472798,-0.139333972,12,18.67440461,0,1.492759398,-1.492759398,5.63209337,0.159205153,0.124396616,-0.005358999,-0.124396616
Lamar,Neagle,Lamar Neagle,"DCU, SEA",2017,1344,A,30,12,18.92812924,0.333333333,3,4.706953077,-0.239025655,-1.706953077,12,23.6572231,0,0.916942475,-0.916942475,5.623895552,0.156898436,0.076411873,-0.056898436,-0.076411873
Teal,Bunbury,Teal Bunbury,NER,2015,1889,A,26,10,18.54678656,0.153846154,4,2.468737493,-0.254852596,1.531262507,27,20.6301813,3,3.082569935,-0.082569935,5.551307428,0.094951442,0.114169257,0.058894712,-0.003058146
Hernan,Grana,Hernan Grana,FCD,2017,2808,B,8,2,22.87596132,0.25,1,0.69676936,-0.188253956,0.30323064,35,15.05961351,3,4.829887646,-1.829887646,5.526657006,0.08709617,0.13799679,0.03790383,-0.052282504
Federico,Higuain,Federico Higuain,CLB,2018,931,A,20,5,20.6075711,0.3,2,2.57788789,-0.819877732,-0.57788789,31,18.61173955,3,2.940640015,0.059359985,5.518527905,0.128894395,0.094859355,-0.028894395,0.001914838
Michael,de Leeuw,Michael de Leeuw,CHI,2016,1520,F,25,12,13.40312283,0.2,7,4.306258077,0.500794905,2.693741923,16,23.9908024,2,1.206406072,0.793593928,5.512664149,0.172250323,0.07540038,0.107749677,0.04959962
Olmes,Garcia,Olmes Garcia,RSL,2015,1674,F,32,15,20.05404516,0.15625,2,3.887003578,0.425621549,-1.887003578,12,18.95447474,1,1.622660033,-0.622660033,5.509663611,0.121468862,0.135221669,-0.058968862,-0.051888336
Tony,Tchani,Tony Tchani,CLB,2015,2930,M,42,15,24.17361246,0.261904762,5,2.865486735,0.900626528,2.134513265,29,22.85695876,4,2.641567087,1.358432913,5.507053821,0.068225875,0.09108852,0.050821744,0.046842514
Chris,Tierney,Chris Tierney,NER,2016,2443,B,19,6,27.22941011,0.315789474,2,0.908426851,0.359306617,1.091573149,48,14.72984827,2,4.597021291,-2.597021291,5.505448142,0.04781194,0.095771277,0.057451218,-0.05410461
Joevin,Jones,Joevin Jones,SEA,2016,2671,B,16,5,25.04711888,0.125,2,0.936128341,0.701448402,1.063871659,29,16.74594273,3,4.556387011,-1.556387011,5.492515353,0.058508021,0.157116793,0.066491979,-0.053668518
Graham,Zusi,Graham Zusi,SKC,2016,1754,F,29,10,21.67908688,0.344827586,2,2.10766266,0.961026703,-0.10766266,43,17.92420567,2,3.294140316,-1.294140316,5.401802975,0.072678023,0.076607914,-0.003712506,-0.030096286
Tosaint,Ricketts,Tosaint Ricketts,TOR,2017,1081,F,32,15,15.90309593,0.0625,7,4.520916627,1.679009706,2.479083373,8,24.05483073,1,0.876733754,0.123266246,5.397650381,0.141278645,0.109591719,0.077471355,0.015408281
Fabian,Herbers,Fabian Herbers,PHI,2016,1393,A,32,14,19.58217627,0.21875,3,3.089756311,0.156169083,-0.089756311,20,20.33543451,6,2.303018335,3.696981665,5.392774645,0.096554885,0.115150917,-0.002804885,0.184849083
Ignacio,Piatti,Ignacio Piatti,MTL,2018,746,F,21,6,23.40874105,0.285714286,5,2.762485612,0.084765129,2.237514388,14,16.00098007,5,2.597050278,2.402949722,5.35953589,0.131546934,0.185503591,0.106548304,0.171639266
Valeri,Qazaishvili,Valeri Qazaishvili,SJE,2017,823,M,38,14,22.11088526,0.026315789,5,4.009656767,0.909713533,0.990343233,13,21.7628583,1,1.34155524,-0.34155524,5.351212007,0.105517283,0.103196557,0.026061664,-0.02627348
Nick,DeLeon,Nick DeLeon,DCU,2016,2646,M,34,10,21.20730542,0.235294118,1,2.404611795,0.348020435,-1.404611795,22,21.6818847,0,2.935050079,-2.935050079,5.339661874,0.070723876,0.133411367,-0.041312112,-0.133411367
Steven,Mendoza,Steven Mendoza,NYC,2016,1227,F,45,10,21.98758879,0.244444444,5,3.170221047,0.273073887,1.829778953,20,20.17965551,0,2.168967825,-2.168967825,5.339188872,0.070449357,0.108448391,0.040661755,-0.108448391
Tsubasa,Endoh,Tsubasa Endoh,TOR,2016,1453,M,24,7,19.25741067,0.166666667,2,2.866271718,-1.105172491,-0.866271718,24,19.82632616,0,2.469150683,-2.469150683,5.335422401,0.119427988,0.102881278,-0.036094655,-0.102881278
Emmanuel,Boateng,Emmanuel Boateng,LAG,2016,1629,A,20,8,23.4861203,0.3,2,1.641791725,0.791846006,0.358208275,16,16.32907113,5,3.675211521,1.324788479,5.317003245,0.082089586,0.22970072,0.017910414,0.08279928
Marlon,Hairston,Marlon Hairston,COL,2016,1323,A,16,9,16.95077153,0.125,3,2.74703161,-0.280702316,0.25296839,20,19.65361167,5,2.555473698,2.444526302,5.302505308,0.171689476,0.127773685,0.015810524,0.122226315
Giovani,dos Santos,Giovani dos Santos,LAG,2015,827,F,22,9,22.86014305,0.409090909,3,2.637614682,-0.042705047,0.362385318,21,19.08338455,5,2.649473202,2.350526798,5.287087884,0.119891576,0.126165391,0.01647206,0.111929848
Roland,Alberg,Roland Alberg,PHI,2017,954,A,31,13,24.01065228,0.387096774,7,4.600120246,0.921508983,2.399879754,11,24.50160419,0,0.67968349,-0.67968349,5.279803736,0.148390976,0.061789408,0.077415476,-0.061789408
Robbie,Findley,Robbie Findley,TOR,2015,1528,M,28,8,17.32801943,0.071428571,2,3.549696043,0.127454403,-1.549696043,15,20.18154695,3,1.72446029,1.27553971,5.274156333,0.126774859,0.114964019,-0.055346287,0.085035981
Juninho,Juninho,Juninho,LAG,2015,2988,M,28,13,26.49950714,0.285714286,4,3.030671331,0.324853271,0.969328669,36,22.53510412,4,2.241062191,1.758937809,5.271733522,0.108238262,0.062251728,0.034618881,0.048859384
Roger,Espinoza,Roger Espinoza,SKC,2016,2838,M,48,10,25.67188702,0.333333333,1,2.341466403,-1.246090302,-1.341466403,35,22.34964477,5,2.920533957,2.079466043,5.26200036,0.04878055,0.083443827,-0.027947217,0.059413316
Ilsinho,Ilsinho,Ilsinho,PHI,2017,1894,A,38,11,24.33904104,0.210526316,6,2.787741029,1.064473855,3.212258971,17,18.35584698,3,2.451033505,0.548966495,5.238774534,0.073361606,0.144178441,0.084533131,0.032292147
Daniel,Salloi,Daniel Salloi,SKC,2017,1283,F,43,19,20.64912689,0.209302326,3,4.659009168,-0.606023439,-1.659009168,11,26.19857871,1,0.545028924,0.454971076,5.204038093,0.10834905,0.049548084,-0.038581609,0.041361007
Nemanja,Nikolic,Nemanja Nikolic,CHI,2018,760,F,17,10,12.16012174,0.411764706,5,4.902217767,0.25824937,0.097782233,2,15.87574509,0,0.298551204,-0.298551204,5.200768972,0.288365751,0.149275602,0.005751896,-0.149275602
Roger,Espinoza,Roger Espinoza,SKC,2017,2838,M,48,10,28.08774164,0.208333333,1,2.547584998,-1.359168118,-1.547584998,31,24.09019307,2,2.635058238,-0.635058238,5.182643236,0.053074687,0.085001879,-0.032241354,-0.02048575
Juan,Ramirez,Juan Ramirez,COL,2015,1564,A,41,10,25.67147412,0.146341463,1,2.924157626,-1.550451776,-1.924157626,23,21.87863504,3,2.252607289,0.747392711,5.176764915,0.071320918,0.097939447,-0.046930674,0.032495335
David,Villa,David Villa,NYC,2018,522,F,24,7,20.09551092,0.291666667,4,3.261414522,-0.07198904,0.738585478,8,15.35143943,2,1.900899661,0.099100339,5.162314183,0.135892272,0.237612458,0.030774395,0.012387542
Sebastian,Giovinco,Sebastian Giovinco,TOR,2018,478,F,32,10,26.70388745,0.25,1,2.61349842,-0.588583445,-1.61349842,14,19.12468213,1,2.540798681,-1.540798681,5.154297101,0.081671826,0.18148562,-0.050421826,-0.110057049
Jonathan,Osorio,Jonathan Osorio,TOR,2016,2559,M,24,7,18.8021108,0.166666667,2,2.365688779,-0.661396033,-0.365688779,37,22.9998563,2,2.77873437,-0.77873437,5.14442315,0.098570366,0.075100929,-0.015237032,-0.021046875
